Type,Restaurant_Name,Review_Title,Rating,Review_Date,Review_Content
Chinese,London Fat Duck,Smooth Duck Specialty,40,09-06-16,"Specialized in roasted duck. The rice is normal while the noodle is specially thin that can either flow through or stuck in the gaps between the teeth. The duck is smooth and soft and the skin roasted to perfect crispy texture.The signature side dishes include London duck buns with pepper or original flavour, crispy shrimp dumplings and steamed cheong fun. My personal pick is the pepper London duck bun coated with black pepper adding spicy flavour to the outer bun which upon ""bitten"" ""secreted"" juicy sauce enclosing small bits of duck meat."
Chinese,London Fat Duck,OK,30,09-04-16,"Took our dad for Father's Day. Best dish was the signature crispy snow buns with duck. Ordered seconds.
Otherwise the dim sum are pretty standard."
Chinese,London Fat Duck,London Fat Duck ... disappointing,30,08-31-16,"We had heard so much about London Fat Duck and decided to check it out for ourselves. We ordered the Pork Congee with Century Egg, and Roast Duck Noodles. Both were pretty good. Unfortunately the rest of the dim sum items ordered did not hit the mark at all.The Duck Snow Buns were way too sweet; and so was the Steamed Chee Cheong Fun. The Shrimp in Crispy Beancurd Skin Fritters were super greasy and almost dripping in oil. The Crispy Black Pepper Duck Spring Rolls were indeed crispy but the filling was again too sweet and I found the black pepper to be overpowering. The panfried carrot cake was just average.My advice to the restaurant: stick to serving the roast meats and forget the dim sum."
Chinese,London Fat Duck,Nice duck n roasted meat,40,08-20-16,"We went to the new outlet at Vivo City. The duck has very nice and crispy skin, meat was juicy and the sauces nice. The roasted meat - especially 'char Siew' is nice.Other dim sum not bad. Taste like most HK cruisine prepared by HK chefs. Place was crowded. Book early or queue early. Pro.icing reasonable. Sitting capacity limited."
Chinese,London Fat Duck,Fat duck was skinny.....,30,08-18-16,"Maybe they ran out of fat ducks....but ours was not especially juicy and fat like those in London. ...
Maybe they have lost their magic......
Duck also was that tasty....no different from what we can get from the food courts...."
Chinese,London Fat Duck,More Misses Than Hits,20,08-12-16,The signature roasted duck was fragrant and quite juicy. It was not bad but did not impress at all. Both the black pepper bun and crispy snow bun was good. The rest of the dishes was quite a disaster. 2 of items was almost uneatable: the jellyfish was too sour and the the char-siew was over burned. Service was not able to cope with the pack restaurant that afternoon. Overall it was a very disappointing lunch.
Chinese,London Fat Duck,Lunch ,20,08-06-16,Located in Scott's square. Food is so so only. The har kau skin is thick. I ordered their signature roast duck with roast pork as in photo. I was given the breast meat which consist mainly bones. Maybe just my unlucky day.
Chinese,London Fat Duck,Love the Fat Ducks!,40,08-05-16,"Service was just passable. But soon forgotten with the really lovely duck and roast meats.
Recommend to go after 3pm to avoid the crowd and have faster service.
Do also order their carrot cakes!"
Chinese,London Fat Duck,Nice duck & dim sum,40,08-04-16,"Went there for lunch with my in-laws and family. Ordered the duck dish, char siew, roasted, pandan snow custard bun and signature black pepper London Duck bun. The char siew was made from more fatty meat and tasted a little spongy. The duck, pandan snow bun and roasted pork were nice. However we found the black pepper London duck bun was too spicy and peppery. Perhaps should have tried the London Duck Snow bun."
Chinese,London Fat Duck,Good only if you order whole duck,40,08-03-16,"Make sure to 'order only' the whole duck so you can be sure of the parts given.I came here once for a single portion meal accompanied with noodle, and I was given a few pathetic pieces of boney-parts with hardly any meat. I was so disappointed. It gives me the impression that they're serving left-over parts taken from 'whole' duck orders from others "
Chinese,London Fat Duck,Great lunch ,40,07-12-16,Overall great char Siew and roasted pork belly and roast duck which is more meaty and have more favours. Truly enjoy my lunch here. Prices are rather friendly. Perhaps was there just before noon and place does gets pack up rather fast.
Chinese,London Fat Duck,"Average place. Decent food, not mindblowing but service was horrible.",30,07-07-16,"Being a fan of roast duck, I just had to try this new place out. There was a queue even though I decided to have an early dinner at around 5.30pm. Waited for around 30 minutes or so before we were shown to our table.We ordered the combination platter for 3 people, which was made up of some roast duck, roasted pork belly and char siew. We also ordered a plate of dumpling noodles and carrot cake.The roasted combination platter, although they said was for 3, was miserably small. The duck we were given was made up of mostly ribs. We should have tried ordering half a duck or something, which would give us a more well rounded taste of the bird. There was nothing spectacular about the duck I must say. The char siew on the other hand was pretty good! It had a nice smokiness about it with the flavors lingering in the mouth. Quite well done for local standards. The roasted pork belly was the best of the 3 meats. The meat was not too salty and the skin was beautifully crispy. It went perfectly well with the horseradish sauce. If I had to deduct points, I would deduct it for being too small a portion.The carrot cake was quite well done, it had nice chunks of white raddish embedded in it and the overall flavor was just nice. It wasn't overly greasy and went very well with the chilli sauce.The dumpling noodles were pretty average, nice fat dumplings but the portions were incredibly small. Thankfully that order was meant for a 4 year old who finished it quite easily. The service however, just like in most local places, leaves much to be desired. When we were nearly done with our meal, and I do mean nearly done, the waiters were overly enthusiastic about cleaning the table and started taking away the empty bowls and plates and some of the cutlery......leaving me to wonder how was I to finish off that last piece of carrot cake on the table. My daughter, who took a ""break"" during dinner to use the toilet, nearly had her bowl of noodles taken away as well and we had to tell the waiter that we weren't done a few times while his hands went all over the table. I can understand the rush but they missed out on us ordering desserts."
Chinese,London Fat Duck,Overpriced/Overrated,30,06-30-16,"Most pieces of BBQ meat was burnt, duck was soft but the flavour wasn't there, the roasted pork was good with the mustard. Overall service was poor."
Chinese,London Fat Duck,Uberly tasty roast duck at a very reasonable price!,50,06-28-16,"One of my cheaper eats in Singapore and amazingly good. The roast duck was tender and juicy, while the skin was crisp, the crispy pork was perfect and the char sui was out of this world."
Chinese,London Fat Duck,Gathering with Friends,40,06-16-16,"Had dinner with my friends at London Fat Duck, located at Scotts Square basement tonight. Nearest MRT will be Orchard station.It's the few restaurants that still serves dim sum all day. Nice roast duck, roast pork and smooth porridge. Restaurant has about 40-50 seating, with 2 big tables good for 8 persons each. Polite waiters and waitresses served promptly.Enjoyed. Tasty food at above average prices."
Chinese,London Fat Duck,Quick lunch & nothing special ... ,30,05-31-16,"Heard so often there's London fat duck. Then, there's also 4 Seasons @ Capitol. At last, I am trying this London fat duck.Average is an understatement I must admit. The next rating is very good which honestly, it would be an overkill. Let's put it, it's GOOD.For the price I paid for today @ $26. It's overpriced for just a portion, with plain noodles n hot tea.I had an amazing portion in London @ four Seasons, same offering at a much lower price than Singapore. Furthermore, it was better.Let's put it this way. At $26. I won't be back for awhile.Duck 7/10Ambience : 6/10Service : 7/10"
Chinese,London Fat Duck,"Good Food, delivered Fast!",50,05-31-16,"Had lunch with 4 other colleagues, good and value for money tim sum. Great Roast Duck, its really fat.. juicy and flavourful. The Hong Kong style noodles were good too. Mixed review of the Roast Char Siew as well as the signature Pandan liu sha Bao.. I love them both but not my colleagues.The crab porridge was good :)Total damage $131 for 5 persons, I think its really affordable, bearing in mind the amount of food we ate.We were seated at a corner, and found it difficult to capture the attention of the service staff. But when served, they were friendly and assisted accordingly. Food service was really fast, and fresh! Only one gripe, throw the jumpy CD that you are using, its jumps really badly and is an ear-sore! Will definitely be back!"
Chinese,London Fat Duck,One of the Best Roast Duck,40,05-30-16,"London Fat Duck is definitely one of the best Roast Duck restaurant. Prices are reasonable for the quality and quantity.
They have nice menu and most of the food are high standard"
Chinese,London Fat Duck,Over-priced duck and pathetically small portion,20,05-05-16,"We were at the Waterway Point outlet last evening for dinner. Needed to wait 20 to 30 minutes for a table on a weekday night. We were attracted by the long queue to try the food there. The portions were pathetically small. Unreasonably over priced for everything, especially for the plate of duck noodles with only four thin slices of duck meat @$8.80 and tasted bland. When you asked for chilli, the waitress would forget totally even though you reminded her twice. That would be our first and last visit to London Fat Duck."
Chinese,London Fat Duck,"Overpriced Soggy Roast Duck and Roast Pork, Reheated Char Siew ",10,05-04-16,"Was at the Waterway Point outlet this evening for dinner. Waited for more than half an hour for a table at 7:30pm on a weekday night. Portions were small. Ridiculously over priced. Plain steamed rice was $2 per small bowl. 15 thin slices of char siew costs $12.80. First time, last time and one time too many!"
Chinese,London Fat Duck,It was just average,30,05-02-16,"No need to queue when I was at the Waterway Point outlet for a weekday late lunch.Tried the mixed roast platter (signature roast duck, crackling pork belly & bbq pork), black pepper bun and wanton noodle.I find the black pepper taste was too strong for the bun. The roast duck was nice, but nothing fantastic. The surprised was the pork belly. The skin was indeed crackling, while the meat was tender."
Chinese,London Fat Duck,If you love duck,40,04-29-16,"Great duck place. Their roasted duck is succulent and tender. Don't forget the char siew (BBQ pork with honey sauce). A little charred on the outside, yet soft and tender inside. It is a simple place for Hong Kong style noodles and porridge."
Chinese,London Fat Duck,Basic,30,04-28-16,"tried this at waterwaypoint mall (Punggol) ordered the signature duck congee and duck platter. food was basic so as the presentation. tasted clean though which was good.service was average. not friendly, not snobbish either. would be a good place to eat if you're just looking for something to fill the stomach but not really for culinary pleasure."
Chinese,London Fat Duck,London Fat Duck @ Waterway Point,10,04-21-16,"Crispy duck but the skin is not crisp but chewy.The filling inside the signature bun is sweet, taste more like chopped up bbq pork than duck! We ordered the original flavour without the pepper. Was served the pepper ones but as it is our first time in the restaurant and they do not have any me use with pictures for you to see while seated, we therefore was not aware that they had served u the pepper version until we took one and cut up to try. We told the waitress and they only replaced with 2 buns instead of the whole plate of 3! It's not our fault if they serve the wrong item but why should we be have only 2 out of 3 replaced! Chinese tea is not even warm let alone hot.The dish servings are very pathetic for the price ."
Chinese,London Fat Duck,Not to my expectation,30,04-20-16,"Prior to the dinner, I admit I had too high expectation on the food and this seemed to lower my dining experience. The theme of the dinner- London fat duck, as the name implies, the duck is indeed fat. Hence after the 5th or 6th piece of the duck, we got really full and felt sick of eating more. The restaurant also served other dim sum but the taste was so-so only."
Chinese,London Fat Duck,Its all about the duck,40,04-16-16,"So there is some dim sum dishes but otherwise it is all about the duck. This is suppose to be the wagyu of duck air flown from Ireland - it is that good with a thick layer of fat between the skin and meat. There is very little else on the menu though, so its all about the duck!"
Chinese,London Fat Duck,London duck,10,04-10-16,So so only. I can confirm it is not even near the look and taste on London roasted duck. Quite disappointed
Chinese,London Fat Duck,Over-hyped.,20,04-08-16,"With all the rave about the ""Wagyu of Duck"", I decided to try it out for myself. Let's start with the food. To be honest, the duck tasted pretty average to me. I personally prefer their Char Siew better than the Roasted Duck (and my girlfriends agreed too). Besides that, the rest of the dishes are alright. I won't say it's fantastic or like out-of-this-world. But if you do head down and try, do try their Duck Bun and Egg Tarts. That I recommend. Be warned though. With the expected waiting time (since they just opened and everyone wants a piece of their duck), the place was a little messy and chaotic. The plus point for them for our night there is the lovely wait-staff who was assisting us (just that one nice auntie) and that the food came almost instantaneously.Now, I can say ""I've been there, done that."""
Chinese,London Fat Duck,Heaven!,40,04-07-16,"I am from the U.S. so I may not have many good experiences with real Chinese bar b q. I am in love with this place and am so glad I was able to stop by for a bite of heaven. The roast pork here was awesome. I love how the meat is marbled with fat and then a thin crispy skin, there is no thick layer of fat that I am accustomed to here in the states. Can't wait to come back."
Chinese,London Fat Duck,It was ok,30,04-03-16,"It was ok. Some strange flavour combinations. Food was freshly cooked and good quality.
Could find better valued meals elsewhere."
Chinese,London Fat Duck,Very fat duck indeed!,30,03-25-16,I find the restaurant name cute although I can't quite connect London and fat duck. The food served here is Cantonese cuisine. Roasted duck is very fatty and a little too salty so this experience may be rather scary for health conscious eaters. I prefer the Char Siew meat as it is pretty well done. Food quality is good but not exceptional. I do know of hawker stalls that serve similar or higher quality roasted duck.
Chinese,London Fat Duck,Great food and service,50,03-24-16,"Managed to try out this place in HK by Gordon Ramsey.
Great food and service. Great view of harbour. Wonderful crowd and atmosphere."
Chinese,London Fat Duck,Food quality so so only. Duck is too fat. Lousy customer service.,20,03-20-16,"We ordered the duck noodle. The duck tasted so so only. It had way too much fat for our liking. The noodle was bland and had very little sauce on it. I didn't take the veg because the leaf hung out of the plate and touched the table - disrespectful of the food and the customers they serve.Biggest turnoff: The service staff put the dishes meant for the table besides us on our small and cramp table while they made space over there. They neither asked for our permission nor apologised for the inconvenience and discomfort caused. They couldn't be bothered whether it disturbed our dining pleasure. I will NEVER eat there again, ever!"
Chinese,London Fat Duck,Dinner at Waterway Point,40,03-13-16,"This restaurant is located at the newly opened Waterway Point at 83, Punggol Central #01-23.You could travelled by bus, LRT and taxi to this Mall.It serves various roasted duck dishes, Hong Kong Congee and noodles, Rice, dim sum, seasonal vegetables, desserts and beverages.Their Signature dishes are London Roast Duck, Barbecue Pork with Honey Sauce, Black Pepper London Duck Bun, Steamed Cheong Fun.The filling of this Cheong Fun is a fried spring roll with prawn. Very unique but please consume while it is hot.The Hong Kong Wanton Noodle and their Golden Custard Bun is a must try dishes.Their Buns surprised me in a way that the skin of normal buns are steamed soft; but their outlook are like biscuit form which are dry. But the buns must be consumed while hot.Those who likes duck dishes should give it a try. But the waiting time is not very encouraging. We waited for 40 mins before a table is available."
Chinese,London Fat Duck,Can't even surpass duck rice Ina hawker centre,10,03-12-16,"We ordered duck with rice, crackling pork with rice, each dish $7.80. It came with one half stalk of xiaobaicai, and just a splash of sauce. The duck was powdery to taste. It was quite honestly a big disappointment and there are many hawker centres which would easily surpass this restaurant in standard. A dish of oyster veg also cost $$7.80, consisting of eight half stalks of xiaobaicai boiled and splashed with oyster sauce. There was no queue. We told the wait staff that the food was not acceptable. She thought we were talking about the rice itself, and could not believe that we were talking about the duck. Never again "
Chinese,London Fat Duck,Duck is fat,30,03-07-16,"Visited the shop twice. The duck is tasty but is fat. Noodle with roasted pork is nice. Overall, foods are good but not the best in town."
Chinese,London Fat Duck,Tasty duck but average dim sum,30,03-07-16,"Xiao Long Bao is juicy and meaty but the dipping sauce is salty with little ginger . Dried wanton noodle is eaten best with chilli sauce , only comment is quite pricy with little noodles served. ""Ting chai"" congee is actually congee with cuttlefish and peanuts . But the peanuts too hard. Duck is juicy and oily , if you don't mind the oil. Meat is tender. Service is good. "
Chinese,London Fat Duck,Over HYPED ,20,03-05-16,"For the branding I would have to say really smart putting the name ""London"" in there. I bet many people would have mistaken this place coming from London, only the duck and it's not even from London it's from Ireland.Anyway enough of the history lesson, here is my verdict and as a fan of roast duck, I have my fare share of top ducks around HKG and London this one rank lowly if I were to compare with any of the restaurants I've tried.Taste wise i would have to agree the fats of the duck is really juicy but the let down came with the tenderness and the sauce let alone presentation (not that Goldmine has any beautiful presentation) but I just can't accept the pungent after taste you get.The Char siew is dry and bored with overly sweeten sauce. Wanton noodle was good with plump shrimps Wanton and al dente noodle but soup was just overly salty to my liking.The redeemer here is the liu sha bao, all I have to say try is their dim sum more than what they are known for.Don't expect much service as wait staff seems clueless at times and I was served the wrong dish. Was at the Punggol outlet at 10.15am. If you want duck.. I suggest you going to other places"
Chinese,London Fat Duck,Delicious,40,03-02-16,Food was excellent... Loved the Roasted pork and duck.. moist and tasty! I ordered a Congee with pork liver and it was delicious as well. Loved the food at this restaurant! But the only reason they don't get a full 5/5 rating is because of the not so friendly staff. Even though the food they served kind of made up for it but still... service is probably the most important thing they should be upholding in a restaurant. Nonetheless... great food!
Chinese,London Fat Duck,Appalling Service,10,03-01-16,"Food was alright, no wow factor. We were truly disappointed with the service, rude and unreliable. I also ordered take away however they missed out a few items on the list but yet I was charged for the dimsum. And when I returned a couple of days later to claim the missing items, the service staff was not happy. Did not even apologise!Extremely poor service!"
Chinese,London Fat Duck,Not as good as the first time,30,02-27-16,The duck was a disappointment this time. It tasted a bitter and was rather fat. The dim sums were good but nothing to shout about. However the custard buns were worth eating. They were uniquely baked with pandan on the outside
Chinese,London Fat Duck,Very tasty dishes,40,02-23-16,"My family and I visited the newly opened outlet at Punggol Waterway Point for dinner. We ordered the duck buns (HK ""Po lo"" style), steamed shrimp dumpling (har gao), siew mai, assorted 3 BBQ meats platter, shrimp/pork dumpling soup with noodles, vegetables with oyster sauce and signature rice rolls. The dim sum items were fresh and tasty and very similar to the good Guangzhou dim sum restaurants that I went to, but not as good as the HK ones. The rice rolls we ordered were actually deep fried spring rolls covered with a thin layer of smooth rice flour skin. Quite novel for me but not as tasty. The noodles were comparable with Canton Paradise and some HK restaurants. Shrimp/pork dumplings were very flavourful due to the fresh ingredients and had a good texture. But the best was the roast meat platter. The pork belly (sio bak) and roast duck could easily match those offered at fine dining Cantonese restaurants and the tender BBQ pork (char siew) had a rich and luxurious sauce. "
Chinese,London Fat Duck,Average,30,02-03-16,"We were disappointed with the poor service, very small meal sizes and expensive for what you got. The food was ok, plenty of other better places in Singapore to go. Wouldn't go back."
Chinese,London Fat Duck,Food standard till good service better,40,02-01-16,"Had breakfast on 30/1/16 duck noodle, porridge some tim sum. The duck bun still good and so is the custard bun serve pipping hot yum yum, love it. For 4 pax we spend $67.00 also have some duck wing, carrot cake , chicken feet, dough fritter.Good place for tim sum."
Chinese,London Fat Duck,Singapore Oily Bird,20,01-28-16,"So what if they source their ducks from a renowned farm in London? Without the know-how and skills, even if they use some sort of celestial phoenix, it will still taste mortally cheap.However, London Fat Duck achieved in proving to be a model example of Marketing 101.So A for marketing, a big fat and oily F for everything else."
Chinese,London Fat Duck,Over rated!,30,01-20-16,"Before today I had only ordered takeaway char siew which was nice and tender but expensive @ $15.90 for 11 small slices. Not sure that it was worth it. I had also ordered the black pepper duck buns (all good - moist, tender duck, soft bun - except maybe a bit too much of the black pepper).Today I had a late lunch in the restaurant. By the way, they have taken additional space (see photo). Had duck noodles and warm barley. Duck was tender, skin not crispy at all. I had to remove the fat but alas the skin came off too. Barley was not even warm. Waiters and Waitresses in Singapore food outlets have a problem understanding 'hot', 'warm' & 'luke warm'.So my conclusion is that it is not 'die, die must eat'."
Chinese,London Fat Duck,Overcharging poor service,20,01-17-16,"Used to like this place a lot for the food - would have given 5 stars thenNow, Duck and noodles the only things worth making the trip forService is poor, even worse than HK fast food restaurants - part time staff are better than the full timersToo many things wrong with the service to listTip - dont go for meals In between times just have a plate of duck and noodlesTip 2 - costs less per head if u bring small children as their tables are strictly per head and not by the amount of food you order (they will clear unfinished plates to make room for all the dishes you order if you order 'too many' dishesTip 3 - check the bill, overcharging happened more than onceOtherwise you'd do better at a more upscale dim sum restaurant w/out overcrowding, condescending attitudes and staff chasing you out so that they can pack in the next bunch of familiesOr if you're just into noodles, for similar quality noodles (sadly, no irish ducks) go to Maks at CentrepointAverage bill for 2 - US$70 without beverages"
Chinese,London Fat Duck,It's a fat duck with HK attitude,30,01-09-16,"It's an aircon eatery, your typical modern HK roasted meat shop in a mall. The service is something you need to manage your own expectations, do not expect well trained staff. You won't get patient introduction of each dish, or recommendations, you are quite expected to write down what you want on the menu paper and have little chit chat. That said, the duck is good, noodles decent, soup is the usual HK too salty type, wanton noodles, dim sum, etc are average. I would come back again, but not often. The food is decent for the price you pay. But that said, you can get very similar standard at any neighborhood coffee shop roasted meat delights stalls. "
Chinese,London Fat Duck,Very fatty Duck,30,01-04-16,"Ordered normal very fatty Duck, tasty and nice Pork Belly, over burn at the side of Char Siew tasted bitter and satringent rice and noodle.
Told the waitess, she scine unhappy to take my comment."
Chinese,London Fat Duck,Okay Duck and DIm Sum,30,01-03-16,"We had our 2015 Countdown in Singapore. My Sister insist that we visit this place as she had a good experiences here and compared it with the duck we had in London.Was told that this place is usually pack and queue up to two hours!! We went early New Year (1 Jan 2016) morning (10:00am), since everyone still suffering from hangover during countdown (haahaahaa)....We ordered duck, pork belly, char Siew, and dim sums.The duck is good but not great. Quite bony. Crispy Pork Belly and Char-Siew are better.Dim Sum are not bad too. The Crispy Char-Siew Pao is a must tryThe plain noodle is quite tough, not good.When we finished around 11:15am, the queue already formed. Overall, its okay food. Give it at try.The place is in Basement 1 (B1) Scott Square Orchard Road) The building next to Tang Plaza (which is opposite ION)"
Chinese,London Fat Duck,2nd try for egg tarts,30,01-01-16,"Went around 6pm. Luckily the crowd is not big. Manage to get a table for 2. Try the duck noodle, duck peppers poa, chicken legs n red beans jelly. The noodle is salty n nothing special. Ask for egg tarts but is out of stock. They don't have time to make the base. Will try another time..."
Chinese,London Fat Duck,Duck was not the star!,30,11-28-15,"Visited the London Fat Duck today. We had the Roast Duck, crispy Pork Belly, Char Siew Bao crispy buns and Cheong Fun. With Chinese tea and Barley the total bill was just over $50. The star dish was the pork belly. The duck was so-so with a lot of bone and not too much meat. I would not go back for the duck but the other dishes were good. Service was quick and efficient. "
Chinese,London Fat Duck,food standard till good,40,11-24-15,"brought an oversea guest there 9th nov 2015. order the famous duck, tim sum
the food standard is still good. tim sum range not very large but quality is good enough to fill the stomach."
Chinese,London Fat Duck,So so duck....,30,11-21-15,Previously when it opened the queues were long and the duck was juicy and delicious....Went back recently and we were able to get a table easily (has the interest died?)....and the duck was not as good as before. ...And they only have one type.of vegetable.....no choice....
Chinese,London Fat Duck,Small little eatery in the city center with good value and quality food,40,11-15-15,"This restaurant used duck from Ireland, which has a nice layer of fat.After roasting, it tasted different from the local varieties.Other then the signature roast duck, which is good., the signature black pepper London duck bun is unique too.The bun had a thick layer of black pepper on it outer surface of the bun filled with duck meat. The combination gives a very interesting taste with sweet and peppery at the same time.The rest of the noodle and Tim Sum dishes are of good quality too.This is one of the few places in Singapore that serves Tim Sum after 3pm.I would return again to try the rest of the dishes."
Chinese,London Fat Duck,yummy fat duck,40,11-14-15,"my 2nd returning visit to the restaurant.
their ducks are really nice.. the roasted pork is also another must try item to order. porridge was alright but not the noodles. service rendered would need some form of improvement. their buns are good too!snowy bun especially"
Chinese,London Fat Duck,On the fence,30,11-13-15,"Had lunch with friends about a month ago and we all found the duck and char siew pretty yummy. I like my pork slightly fatty and the char siew at London Fat Duck had just the right balance, in my opinion. It was also nicely charred on the outside. The duck meat was moist and tender. And not gamey. Service was prompt. I returned once to do a takeaway. Something I wouldn't do again. The taste just wasn't the same and everyone at home felt it was no better than the roast duck at our nearby food centre. This proves once again that many foods are best eaten on the spot. I'd be happy to go back to London Fat Duck for that plate of duck noodles or char siew rice if there isn't any queue."
Chinese,London Fat Duck,Chinese BBQ and Dim Sum Together!,50,11-02-15,"Stopped in for a a take-away order. They were quick to take my order and the food was prepared in a reasonable time.I ordered BBQ pork with the Honey Sauce, Shrimp Dumplings, Radish Cakes and Crispy Shrimp Dumplings.Each dish was delicious. You do not need this many dishes for a meal as this was way more food than I needed. It was so good that I did end up eating too much though."
Chinese,London Fat Duck,Really Tasty Duck..,40,10-28-15,"Be prepared to wait for your queue if you come during dinner timings.
Great tasting duck, very fatty. Typical Chinese restaurant type of setting, with oily floors."
Chinese,London Fat Duck,Just brilliant,40,10-27-15,"I knew that I loved this place after my first experience and I knew that I would be returning. Four visits and I still want more. That is four visits in three weeks!. If you like efficient staff, authentic food and a taste paradise then come here. You would usually order with pen and check boxes but sometimes they bring out the iPads which is fun. My few recommendations: get the brisket noodle. It is incredible. Any of the dim sum is also wonderful. My favourite is the steamed prawns. The Hong Kong won tons are very good too. My one disappointment was the signsture fat duck dumpling. Mostly rice and little duck. Of course I have to mention the duck. Excellent but it comes with the bones. So note that. Before I go home, I will be back. Come off peak, you will be waiting at peak hours for a minimum of an hour. 4pm for lunch and 8 pm for dinner are my suggestions."
Chinese,London Fat Duck,"Great Duck, Lousy Service ",20,10-19-15,"This review is not about the food as I have reviewed this before. Have the much applauded roast duck as well as roast meats but you certainly don't come here for the exemplary service.Firstly I have to say my expectations are minimal as this is not a fine dining restaurant, just your basic Chinese eatery. Having established this, I would have to express shock at being driven out after 40 minutes. This is something that has never happened to me. Ever.I had lunch with friends & while there was never any intention to linger, even my friends were shocked at the level of rudeness when we were asked to leave after the last dish was cleared. There was no attempt to ask if we cared for dessert. Last time I ate here, service was brusque & I did not expect much. In future if I craved the duck, it would be better to get take out rather than sit through this sort of treatment. It isn't worth it & we weren't even demanding customers. All we asked was to be able to leave when we were ready. By the way it was the tail end of lunch & there certainly wasn't a queue."
Chinese,London Fat Duck,Delicious,40,10-18-15,"Had no idea that this restaurant might be popular but it happened to be near where we were staying so decided to try it out and enjoyed the food. Figure we should ordered the specials so stuck with the pork and the duck and the buns and they were all delicious. There was a bit of a queue at about 7pm but we were seated within about 15 minutes, service was quick and we enjoyed the buzzy atmosphere"
Chinese,London Fat Duck,Best Barbeque Pork with Honey Sauce,40,10-11-15,Excellent taste of Barbeque Pork with Honey Sauce. One of best in Singapore in addition to the Signature London Roast Duck. Queue is more than 30 mins but it is worth it. Black pepper London Duck Bun is another great choice. The duck and pork are so juicy. Better come earlier to avoid long queue.
Chinese,London Fat Duck,Just alright...,30,10-02-15,"Waited for more than 30mins on a Friday dinner. Worth the wait? I don't think so. Can get half the price for the duck noodle at hawker, with similar or better taste. For those who like the duck snow bun, can give it a try. Sweet and crispy. "
Chinese,London Fat Duck,Not impressed,10,09-27-15,"If I am not mistaken, this restaurant is inspired by the four seasons and gold mine in bayswater, London. We had the roast duck, char siew, egg tart, duck snow bun and weren't impressed with either of the items. The duck fat wasn't rendered at all - the roast roast duck had thick slab of fat between the skin and meat. I didn't know they meant the name London fat duck that literally. In my opinion, the ideal roast duck should have succulent meat texture but with minimal visual fat between the skin and meat. The meat was kind of dry in this case. Char siew was okay, loads of honey. Egg tart had more flour taste than egg. The duck snow bun needs improvement because the snow bun is sweet with the powdered sugar on top, the duck sauce was even sweeter. Just a quarter of this snow bun sends you in line for diabetes. I guess we just expected so much more because we liked the four season's version of roast duck and when we visited the restaurant, we had the impression that it would be similar."
Chinese,London Fat Duck,Out of this world ,50,09-24-15,"If you like the roast duck to be crispy and a bit fat, then you will enjoy this. If you like your duck lean, then this is not for you. We had it for lunch together with wanton noodles which was very good too with the noodles al Dente. Had the roast pork and the famous snow bun. Only problem is they do not allow reservation so you have to go early and queue. Also not many big tables "
Chinese,London Fat Duck,Super Good Crispy Bun with black pepper duck,40,09-22-15,"For enthusiats inChinese Dimsum this restaurant is a must when visiting Singapore. The spiciness and crispy texture of the bun really had me begging for more. I tried Siew Long Pao too and it turned out to be quite good for me. Served hot and not so overpriced making dim sum here a lovely experience in my trip this time. I went during late afternoon hours which made me getting no long queuing experience, so I would recommend the time for your visit to avoid the crowd."
Chinese,London Fat Duck,Highlight of our trip,50,09-18-15,Now this place is amazing. The food was the best we had in Singapore. Yes you have to wait (we waited an hour) but there is a good reason for that and it's worth every second. We ordered while we waited so when we were called to a table the food was fast and ohhh so yummy. We tried a bit of everything and there was not one thing to complain about. If you are in Singapore make sure you take the time to check this little hidden gem out!Thank you London Fat Duck - you are a credit to Singapore
Chinese,London Fat Duck,duck and black pepper char siew bun,40,09-17-15,"waited 15 minutes at around 7pm on a weekday for my seat. the duck meat is tender and the skin crispy, the pepper charsiew bun was pipping hot. i ordered one whole duck and was only given 2 teaspoon full of plum sauce, i asked for extra plum sauce and was given another 2 teaspoon's full :( will go back again for the food."
Chinese,London Fat Duck,Tender duck!,40,09-13-15,"The waiter couldn't find our reservation and the place was full. They sat 6 of us at a table for 4, and it was a tight squeeze. They promised us the next available table but it never happened.We ordered a number of dishes and a few stood out, among which was the roast duck which was very tender and delicious. The salted egg custard buns were nice, but the bun was very thin and it broke, leaking its contents all over my hand.The roast pork was crispy and lean, but the pieces were unevenly cut, and the portion seemed very small for the price."
Chinese,London Fat Duck,YUM!,40,09-02-15,"We ate both the duck and the char siew...both were amazing! Also had the black pepper buns, which are a must. Service is prompt, friendly, and courteous. We brought our own wine, corkage fee a bit steep but we wanted something great to drink with such great food."
Chinese,London Fat Duck,Go for the Duck!,30,08-31-15,"Ok, the name is attractive. Expect to queue since the restaurant doesn't take reservations. The duck is fatty, dripping with oil, succulent, sinful i.e. tasty. The other must-try dish is the pepper-flavoured duck meat bun which is freshly baked. Apart from these, I had tried the char siew and the roast meat, both of which seemed a tad ordinary. But the duck is worth coming back for. Service is quite prompt and courteous. A crowd-puller in the otherwise quiet basement of Scotts Square. "
